Wavetable (C) Fujifilm Dimatix Inc. 2015
Format Revision,8
Waveform Class,J_5
Multibit Depth,1
Section Count,1
Maximum Frequency,50
Waveform ID,3pulse_Small_FFIC_WF_1-bit_2;Editor Saved: 2/11/2015 11:30:27 AM
Comment,Dimatix Waveform Editor=1.4.1;Configuration=Samba 3.0LV;DataCRC=1481229106
Sample Clock Period [in ns],64
Maximum Sample Voltage,32
Control Points,1,0,6,25
Control Points,1,0,33,25
Control Points,1,0,36,25
Control Points,1,0,33,25
Control Points,1,0,36,25
Control Points,1,255,33,25
Control Points,1,0,36,25
Control Points,1,40,33,25
Control Points,1,60,35,25
Control Points,1,0,25,25
AllOnRanges,1,-2,2
Start Section-to-Multibit Mapping Table
Section Number,Multibit value 0,Multibit value 1,Multibit value 2,Multibit value 3,Multibit value 4,Multibit value 5,Multibit value 6,Multibit value 7,Multibit value 8,Multibit value 9,Multibit value 10,Multibit value 11,Multibit value 12,Multibit value 13,Multibit value 14,Multibit value 15
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End Section-to-Multibit Mapping Table
Start Waveform Samples
Address,Voltage,All-On-Bit,Next-Section-Bit,End-Bit,Eject,Last-Section
217,40,0,0,0,0,0
218,40,0,0,0,0,0
219,40,0,0,0,0,0
220,40,0,0,0,0,0
221,40,0,0,0,0,0
222,40,0,0,0,0,0
223,40,0,0,0,0,0
224,40,0,0,0,0,0
225,40,0,0,0,0,0
226,40,0,0,0,0,0
227,40,0,0,0,0,0
228,40,0,0,0,0,0
229,40,0,0,0,0,0
230,40,0,0,0,0,0
231,40,0,0,0,0,0
232,40,0,0,0,0,0
233,40,0,0,0,0,0
234,40,0,0,0,0,0
235,40,0,0,0,0,0
236,40,0,0,0,0,0
237,40,0,0,0,0,0
238,40,0,0,0,0,0
239,40,0,0,0,0,0
240,40,0,0,0,0,0
241,40,0,0,0,0,0
242,40,0,0,0,0,0
243,40,0,0,0,0,0
244,40,0,0,0,0,0
245,40,0,0,0,0,0
246,60,0,0,0,0,0
247,60,0,0,0,0,0
248,60,0,0,0,0,0
249,60,0,0,0,0,0
250,60,0,0,0,0,0
251,60,0,0,0,0,0
252,60,0,0,0,0,0
253,60,0,0,0,0,0
254,60,0,0,0,0,0
255,60,0,0,0,0,0
256,60,0,0,0,0,0
257,60,0,0,0,0,0
258,60,0,0,0,0,0
259,60,0,0,0,0,0
260,60,0,0,0,0,0
261,60,0,0,0,0,0
262,60,0,0,0,0,0
263,60,0,0,0,0,0
264,60,0,0,0,0,0
265,60,0,0,0,0,0
266,60,0,0,0,0,0
267,60,0,0,0,0,0
268,60,0,0,0,0,0
269,60,0,0,0,0,0
270,60,0,0,0,0,0
271,60,0,0,0,0,0
272,60,0,0,0,0,0
273,60,0,0,0,0,0
274,60,0,0,0,0,0
275,60,0,0,0,0,0
276,60,0,0,0,0,0
277,60,0,0,0,0,0
278,60,0,0,0,0,0
279,60,0,0,0,0,0
280,60,0,0,0,0,0
281,35,0,0,0,0,0
282,10,0,0,0,0,0
283,0,0,0,0,0,0
284,0,0,0,0,0,0
285,0,0,0,0,0,0
286,0,0,0,0,0,0
287,0,0,0,0,0,0
288,0,0,0,0,0,0
289,0,0,0,0,0,0
290,0,0,0,0,0,0
291,0,0,0,0,0,0
292,0,0,0,0,0,0
293,0,0,0,0,0,0
294,0,0,0,0,0,0
295,0,0,0,0,0,0
296,0,0,0,0,0,0
297,0,0,0,0,0,0
298,0,0,0,0,0,0
299,0,0,0,0,0,0
300,0,0,0,0,0,0
301,0,0,0,0,0,0
302,0,0,0,0,0,0
303,0,0,0,0,0,0
304,0,1,0,0,0,0
305,0,1,1,1,0,0
End Waveform Samples
